DEFLECTION,PSF,compactness,number of room, average room area,occlusivity,visible area,mean radial
10.015678,28.063762,0.01849,2,428.54,4768.670371,334911.361618,310.697338
10.095307,25.918545,0.018404,3,263.506667,4805.302103,334472.986449,310.424191
9.666834,26.491821,0.018122,1,919,4903.585714,333910.442737,310.190719
9.747385,28.228305,0.018483,3,277.96,4788.24949,335000.322118,310.811274
9.556819,26.083433,0.018284,2,382.24,4842.684393,334080.180546,310.161402
9.655673,26.224141,0.018228,5,164.344,4851.707139,333678.385036,309.860538
8.826549,27.276395,0.01798,4,207.08,4909.536288,333245.493508,309.657247
10.094893,26.16539,0.018349,3,261.493333,4816.931422,335063.775398,310.952344
9.644569,25.252675,0.01778,3,254.373333,4982.831405,332682.383847,309.361432
8.062943,25.618267,0.01776,4,201.94,5001.238714,332658.281598,309.373452
9.601335,26.867733,0.018153,4,199.84,4872.272993,333535.871676,309.78371
8.87572,28.43747,0.018508,1,912.6,4778.931496,334842.499966,310.666268
9.538494,27.710739,0.018358,2,450.94,4826.898829,334979.305086,310.933224
9.141496,26.140514,0.01774,4,202.39,5010.185062,333222.02758,309.903177
10.254948,27.555164,0.018089,6,134.606667,4904.767379,334047.576733,310.330326
9.55964,26.582947,0.01788,3,261.773333,4951.584513,333356.076513,309.864216
7.932633,27.397254,0.245147,2,408.02,4091.821691,334010.776195,262.112299
10.089341,25.873131,0.01804,2,425.92,4904.646839,333896.266505,310.197836
9.023445,26.776667,0.018628,1,861.24,4742.683848,335784.850791,311.394906
10.714362,26.869511,0.018181,6,128.773333,4869.60959,333489.809626,309.736763
10.273661,25.547341,0.01764,3,268.893333,5027.357495,332231.370353,309.076018
10.507993,27.176465,0.017787,2,431.04,4984.594775,333032.954466,309.668779
9.56489,26.495043,0.018505,2,368.04,4771.119497,334898.189198,310.679122
9.623261,26.315197,0.018241,4,191.04,4858.722901,333667.616358,309.859362
10.131808,27.063821,0.018638,5,158.08,4732.539643,334075.122706,309.89073
9.05773,26.063964,0.018154,2,428.04,4891.991195,334316.247335,310.518246
7.946914,26.618631,0.018067,3,254.426667,4920.47078,332857.584944,309.311916
10.072652,27.679533,0.017899,3,300.026667,4978.355753,330305.444501,307.263351
10.124609,27.022419,0.018338,3,268.173333,4810.957487,334656.043532,310.60796
9.922326,26.424364,0.018382,3,248.306667,4830.033666,334202.982989,310.210207
10.199404,28.052065,0.663614,4,198.34,4423.028558,333214.382251,272.275793
10.31431,26.317211,0.017794,5,167.48,4981.66335,333800.685633,310.327562
10.298033,27.972455,0.018375,2,435.04,4822.132197,334642.552443,310.60357
9.746945,27.733777,0.03339,1,844.04,4671.871554,332607.017106,286.154071
10.587606,29.821363,0.018262,3,296.373333,4843.737692,334866.092413,310.884395
8.541594,27.660441,0.018039,1,890.96,4900.870128,333991.93978,310.27695
8.218298,26.283541,0.018237,4,210.49,4857.722672,335362.942479,311.331752
9.303588,26.066146,0.018045,3,270.746667,4895.074465,333100.228795,309.470033
9.869916,27.339936,0.018202,3,267.36,4866.659577,333872.181344,310.068204
10.067431,27.869363,0.017656,2,410.22,5036.346705,332464.84748,309.309547
9.914418,24.648835,0.018092,1,853.96,4910.3032,334240.752049,310.483812
7.875795,24.785299,0.018429,3,257.026667,4781.402004,333729.832766,309.710332
8.68088,26.627895,0.018635,2,397.24,4742.050852,334381.124724,310.164066
9.094467,26.061506,0.018253,1,791.44,4832.147134,334701.269477,310.684059
9.602396,29.35536,0.017956,3,287.04,4939.796937,334429.272176,310.763063
9.961693,26.391325,0.018436,2,417.34,4776.363334,334778.688772,310.601179
9.830228,26.802714,0.018209,2,388.14,4851.355147,334277.721408,310.366903
10.482208,26.81054,0.018245,2,507.3,4843.905179,329953.540438,306.533568
9.119418,26.607394,0.017779,1,799.64,4976.891535,333938.779648,310.439966
9.411705,28.16153,0.018426,2,453.7,4814.676034,334749.200937,310.69692
9.943736,27.263334,0.018463,2,420.84,4799.423373,334142.552665,310.129097
8.869551,27.733327,0.018096,2,442.82,4893.533154,334025.585849,310.283596
8.603624,25.699709,0.018684,3,271.826667,4715.555316,334673.147174,310.343154
9.751734,26.645498,0.018388,2,406.92,4796.362051,334110.147497,310.085463
7.646117,27.069068,0.018326,3,275.24,4833.066369,334357.086297,310.378501
9.366576,27.220127,0.048958,2,430.14,4182.226435,333909.365262,264.712059
8.719853,26.859287,0.01823,6,136.273333,4853.91156,334031.581357,310.176695
7.817909,29.084773,0.018071,2,436.72,4896.042239,333431.608749,309.759762
9.817054,27.920949,0.017996,4,204.09,4927.85182,333623.037148,310.030799
9.965291,26.088235,0.017942,3,261.973333,4942.736162,333575.081982,310.003325
8.857448,25.965059,0.018364,1,850.4,4804.001796,334057.472316,310.081084
9.399951,26.421992,0.018285,2,419.84,4815.427097,335290.019308,311.186983
10.109272,25.561173,0.051681,6,133.073333,4268.790539,333872.600681,260.630653
9.495223,27.82117,0.017914,2,432.74,4950.837506,333814.210152,310.249482
9.720922,26.610643,0.018914,3,261.506667,4659.076009,334356.775869,309.910028
8.00744,26.342174,0.018376,4,190.69,4805.058785,335297.081586,311.140184
9.824679,26.324166,0.018323,3,268.44,4825.428211,333915.854658,309.979345
10.156968,25.210612,0.01861,2,427.14,4738.102006,334806.588188,310.519009
10.322164,25.198327,0.018517,2,403.74,4766.31163,335218.865745,310.952257
9.011157,25.289189,0.018016,3,274.626667,4915.301272,333705.809125,310.053861
9.851486,26.586166,0.019181,2,439.52,4564.598926,336774.509386,311.76264
8.994026,25.61509,0.018144,3,392.226667,4874.090247,327561.231541,304.510968
9.70888,25.423544,0.01813,1,851.76,4873.785274,334095.965009,310.279838
9.458177,26.641613,0.018915,1,915.76,4649.61101,335230.394241,310.649468
10.130733,24.674298,0.018269,5,160.0,4841.478556,334457.685117,310.500832
9.775814,26.799294,0.018156,2,450.4,4883.800796,333386.309375,309.673721
9.850403,27.427098,0.018066,3,289.173333,4889.66645,334559.74827,310.734411
9.373771,26.557162,0.050773,1,824.6,4268.622015,333318.122311,262.455356
9.536542,24.932791,0.025642,3,291.146667,4695.735486,333666.710087,298.642984
9.654043,28.430837,0.018556,3,264.106667,4768.701549,335142.812145,310.90047
8.716966,25.306753,0.017945,1,799.24,4921.943501,333032.084363,309.502112
10.141085,27.485011,0.351069,3,263.506667,4098.73066,334128.981392,260.90075
10.347218,27.662585,0.018589,3,278.773333,4747.671332,335217.288464,310.928825
9.469114,25.564705,0.23107,3,262.093333,4034.516838,333955.053515,260.110941
8.993995,27.759558,0.018057,2,437.62,4915.530252,333504.966324,309.854642
10.100934,26.519481,0.018019,4,196.99,4913.659992,333939.53731,310.247795
9.772298,28.47978,0.018493,1,889.24,4769.362348,335065.379042,310.842038
10.204201,25.633091,0.019347,2,391.04,4551.642091,336292.452406,311.293358
9.845879,26.455796,0.018119,4,210.13,4878.710787,333398.834535,309.698641
10.32639,28.320129,0.017986,1,918.24,4942.173386,334877.344499,311.164182
9.88964,27.822927,0.017735,4,208.74,5011.636744,333645.489147,310.285262
8.004586,26.751973,0.018486,3,267.44,4774.734597,334062.283939,309.983792
9.82085,27.527021,0.018601,1,902.72,4746.935374,334734.356035,310.479232
9.586564,24.931905,0.018181,4,197.79,4853.46678,334294.236884,310.394922
10.206856,25.08763,0.018217,5,155.6,4851.869446,333894.300329,310.043929
9.713647,26.630843,0.262661,2,423.22,4106.683813,334754.044548,264.247245
9.867545,28.012557,0.46455,2,437.84,4317.048933,333749.562215,265.614437
10.174776,27.726806,0.472923,3,296.04,4304.905378,334462.488937,266.626197
10.470848,27.418684,0.017973,3,252.493333,4931.123202,333420.594328,309.834213
9.658114,27.403083,0.018525,2,402.04,4776.460638,334671.964241,310.502543
9.313317,26.343638,0.314878,3,257.506667,4181.568511,332975.257722,258.615315
9.349094,26.218035,0.018279,4,188.69,4837.539731,333839.293361,309.948429
8.722961,25.958358,0.018144,2,401.32,4889.280615,333806.876051,310.05908
7.127352,28.234981,0.02563,2,412.94,4848.178813,332778.161023,297.32016
8.042349,27.565007,0.018001,1,828.44,4914.823544,333815.748,310.156507
9.573655,24.945326,0.018118,4,194.04,4878.390412,333519.823279,309.78858
9.604002,26.116282,0.018103,6,125.866667,4902.484227,333726.033156,310.03542
8.574562,27.66957,0.018372,1,825.0,4801.328093,334890.740417,310.784084
8.405047,25.858197,0.018482,5,149.4,4780.149629,333705.628603,309.684382
10.639359,25.43665,0.018419,3,263.773333,4802.288458,334033.154788,310.030049
10.437841,27.508165,0.018799,2,391.74,4685.957141,334849.74713,310.425468
9.448119,25.930195,0.018539,1,816.56,4763.731398,333651.349946,309.603223
9.692607,28.26924,0.017943,2,433.82,4963.661523,334449.190812,310.849612
8.987121,26.947332,0.018194,2,440.62,4893.798502,335078.214529,311.183755
9.900784,25.935389,0.018187,1,801.56,4854.336729,333026.500623,309.27084
7.524265,27.561438,0.018301,3,266.973333,4841.766892,334129.43043,310.203604
9.862273,25.003238,0.018268,4,188.18,4841.465903,334125.467588,310.194962
9.190468,26.567456,0.017863,2,417.94,4943.67762,333069.880532,309.595775
9.923917,27.997615,0.018316,2,423.74,4830.045133,334942.629022,310.924982
9.551345,25.918816,0.018406,1,836.56,4789.9067,334014.592742,309.970866
9.814035,25.27286,0.018026,3,263.56,4914.200502,333694.181131,310.016491
9.580867,26.191649,0.017843,2,408.14,4964.081977,333275.428424,309.814841
10.424116,26.572295,0.01796,2,397.52,4930.737167,333218.45283,309.67193
8.591513,25.33965,0.017533,2,388.94,5065.392413,332110.554828,309.086415
10.535193,25.279346,0.018189,2,372.34,4878.046087,333616.002223,309.868979
8.671917,27.501488,0.018345,3,293.493333,4826.929077,336069.909482,311.847826
8.689018,27.561397,0.018077,2,427.34,4893.865793,334551.919481,310.73273
9.997742,28.406666,0.018463,1,936.72,4802.853499,335065.351021,310.917505
7.921414,25.712977,0.018388,1,779.8,4799.136211,332731.452123,308.895242
9.935917,26.603494,0.018406,3,274.373333,4808.381087,334830.882632,310.732895
9.971987,26.883462,0.018381,1,951.92,4796.602223,334061.500263,310.056779
9.330654,26.047953,0.018085,1,828.8,4884.554014,333491.53223,309.790543
9.554709,27.778593,0.018402,2,439.72,4815.15268,334307.915376,310.303312
9.111196,26.89717,0.017999,5,161.12,4918.782347,333891.556366,310.246644
10.481724,27.458443,0.018402,4,191.74,4806.91493,334811.921406,310.69734
9.366672,25.02125,0.017923,4,198.09,4928.297692,333252.040088,309.709483
9.501829,25.952716,0.018284,3,278.04,4828.467612,333679.751499,309.809975
10.603576,25.61833,0.018373,1,841.56,4803.195165,334063.005122,310.048159
10.26862,28.62086,0.383895,4,207.58,4153.999219,335681.116576,263.603708
8.90323,27.421677,0.018315,2,432.8,4820.404569,333001.127565,309.19343
8.613181,27.005924,0.018201,2,422.14,4862.867617,333391.883997,309.641633
9.961318,26.04691,0.01822,4,187.74,4859.81898,333801.808428,309.969697
10.470209,28.062037,0.017803,4,215.24,5006.309105,333496.540179,310.122631
9.261917,26.444567,0.01854,1,873.44,4774.434489,335175.602878,310.94248
10.258481,27.02302,0.043804,3,352.96,4285.719479,326982.303906,267.58707
9.843162,27.736415,0.018991,2,409.04,4634.425938,335374.886193,310.720566
10.082975,26.246982,0.018313,3,265.373333,4829.974457,334249.079831,310.292258
9.894834,24.835326,0.017908,4,179.64,4945.452922,332564.578125,309.144014
8.168353,27.336695,0.018174,4,220.08,4857.922387,334214.604332,310.352356
10.302897,26.349534,0.018198,2,438.2,4850.294094,334405.298944,310.476188
9.113925,26.9955,0.23623,4,193.74,4270.72246,333847.493145,272.388507
6.80147,25.931847,0.017982,2,407.44,4932.538233,333263.200307,309.703142
9.331472,26.336477,0.018648,3,261.24,4734.330916,334699.881936,310.419751
9.826716,25.473817,0.018225,4,184.83,4858.654254,333423.819266,309.647007
9.633096,28.950454,0.018478,1,925.0,4764.157431,335292.240068,311.027874
8.869048,27.697421,0.018582,2,436.04,4746.385357,334809.18302,310.565311
10.150197,28.280609,0.018051,3,277.173333,4904.746662,334686.864333,310.883355
8.875329,26.200715,0.018431,3,289.76,4793.581436,334316.723245,310.274162
8.540581,26.270932,0.018033,5,152.92,4920.580648,333463.42933,309.860803
10.536902,29.037729,0.04976,2,444.2,4037.844425,335492.504535,266.930329
10.574411,26.912384,0.018067,2,410.34,4909.6114,334895.485595,311.092967
6.847097,26.273974,0.017878,3,268.626667,4959.791019,333069.890315,309.616903
10.197748,25.301317,0.01806,1,864.6,4881.826429,334285.500361,310.469263
9.403524,25.887139,0.018392,3,245.493333,4807.757094,333687.041865,309.723826
9.25653,27.905368,0.018183,2,447.4,4844.032239,333721.823953,309.901603
8.285808,26.42997,0.01814,3,271.506667,4867.689846,334409.648044,310.52901
9.899954,27.976916,0.018762,3,290.573333,4706.957494,336912.495551,312.28435
10.071093,25.355032,0.018527,1,765.04,4766.33341,335141.349551,310.873389
8.895363,25.67389,0.018178,4,192.59,4857.017614,333767.415086,309.939679
10.12532,24.911616,0.018155,3,256.826667,4859.805548,333113.53539,309.389247
8.650079,25.3476,0.018334,3,259.973333,4807.091699,334523.147516,310.471851
9.865665,26.461186,0.018291,1,790.24,4820.952417,334594.76879,310.569434
9.694179,27.90102,0.018639,1,896.2,4747.143011,335116.493548,310.826741
9.390019,24.840854,0.017907,3,240.026667,4961.365809,332671.786675,309.269117
8.980923,26.424346,0.017977,6,128.006667,4931.683215,332417.83116,309.003868
10.415179,26.155606,0.025845,2,419.2,4763.685095,333319.366955,297.795649
8.615506,28.598672,0.018567,2,425.82,4778.709694,334425.889598,310.317936
9.505844,24.613894,0.018178,3,265.093333,4856.362953,333812.089072,309.977605
9.538132,26.070677,0.018701,4,181.69,4715.636892,334992.19485,310.606105
8.984452,25.323036,0.018173,5,150.112,4856.715461,333079.114083,309.328367
9.282532,26.431033,0.018248,4,203.24,4857.016719,334938.225746,310.96108
9.468302,25.871047,0.018184,4,209.33,4848.378641,333585.854428,309.791628
9.428489,27.653359,0.017949,2,433.4,4925.693935,333006.051795,309.495804
9.577226,26.569176,0.01844,4,198.69,4810.519808,334277.742374,310.266458
9.851648,26.961253,0.018292,5,156.2,4833.67023,334254.681098,310.315437
9.361236,26.336804,0.01841,1,903,4804.482278,335363.596761,311.180517
10.210405,25.569424,0.018122,2,432.4,4874.935484,332771.346427,309.138482
9.348759,27.495608,0.018098,4,199.64,4902.332538,333707.07507,310.017348
9.983653,26.076331,0.018337,3,257.226667,4840.162817,334935.51607,310.913919
7.573938,26.625802,0.018024,4,201.14,4902.406303,333985.415812,310.263265
9.420869,26.023147,0.018162,3,272.56,4873.906384,333682.554735,309.926861
10.105581,27.142884,0.018296,2,387.04,4842.111598,334444.611878,310.492247
9.5933,24.5037,0.017959,3,249.306667,4928.03899,333433.01255,309.854216
10.037733,24.712165,0.018625,2,457.52,4719.321226,332842.876605,308.749443
10.055477,26.734205,0.018451,3,290.213333,4808.795229,334176.775467,310.180398
9.919904,27.242939,0.018258,1,879.44,4854.186675,334840.91624,310.886901
9.929042,30.036095,0.019011,1,963.4,4641.715346,336535.074766,311.762126
9.203508,24.80191,0.018444,2,419.7,4769.762441,333370.846841,309.364488
9.144074,27.321098,0.051958,4,201.19,4125.803911,334705.584433,261.939486
9.906819,26.206768,0.018519,3,244.573333,4773.362409,335225.132578,310.982263
9.76269,25.474042,0.018305,4,198.63,4837.006591,333854.266709,309.975567
9.026373,28.949636,0.018018,1,894.4,4902.42216,334087.917086,310.388866
8.5271,25.807025,0.017613,6,121.04,5030.950716,332247.264698,309.109665
9.766974,26.575345,0.018536,5,151.76,4757.259777,334718.24543,310.482317
10.16445,26.869523,0.026652,3,259.506667,4632.290196,335062.040035,298.417613
10.678056,25.092576,0.017995,2,390.64,4928.98711,333693.483576,310.089414
9.436506,26.583903,0.01835,2,421.64,4825.422722,334207.444173,310.263149
9.750265,27.382755,0.017828,2,417.64,4980.6153,333743.835414,310.294299
9.335189,26.508927,0.018722,3,340.546667,4747.296201,330602.568063,306.837665
10.178857,25.53122,0.018117,1,851.8,4897.112766,333768.473005,310.06911
9.076607,25.497551,0.017956,3,275.973333,4943.953288,333781.927272,310.197025
9.143722,25.645616,0.018124,4,190.59,4882.855921,333359.907112,309.673068
9.33492,25.304259,0.018387,3,249.173333,4786.772991,334748.706969,310.628455
10.391705,26.116534,0.018595,2,404.82,4746.791385,334970.891127,310.69021
9.133361,26.698962,0.019089,2,433.2,4604.064966,334948.012161,310.277559
10.218941,25.218263,0.98705,2,433.3,4489.672058,332997.064413,275.865065
8.846282,27.479157,0.694601,3,280.106667,4394.096353,334094.287678,274.990492
9.478925,25.124948,0.018156,2,425.22,4867.25032,333461.125919,309.710171
9.359565,26.661646,0.050617,3,274.306667,4151.153194,334390.217191,261.11776
8.756857,26.922207,0.017871,3,282.56,4950.402094,333863.083456,310.279528
10.317782,28.582124,0.018322,3,266.506667,4816.408992,334699.351963,310.66074
8.202414,28.441208,0.018163,1,1000.92,4859.110803,334292.898695,310.429139
9.763552,25.633054,0.018327,3,253.706667,4824.449547,334053.303137,310.090273
9.343553,26.85754,0.01777,4,194.19,5018.779399,333253.719314,309.949228
8.96616,27.442814,0.018145,5,159.0,4890.971137,334896.484336,311.029017
9.344285,26.305076,0.299393,2,397.32,4138.24402,333246.603813,260.353871
9.246814,27.666601,0.018404,3,250.64,4801.198047,334689.270306,310.598964
9.653716,25.048283,1.407833,4,199.64,4187.265482,333756.56297,261.330581
9.074388,26.167501,0.018186,4,182.44,4889.361914,333297.813272,309.595018
9.752819,27.905482,0.02601,2,404.72,4775.315764,333631.117323,298.056625
10.535353,27.393679,0.018175,4,192.84,4880.042676,334560.848492,310.676932
9.485047,26.804995,0.017914,4,217.59,4946.888843,334061.178172,310.455268
10.232581,27.331499,0.018103,3,276.493333,4908.401646,333921.022618,310.227538
9.907088,26.231671,0.018192,3,262.773333,4855.143325,334336.343195,310.463246
8.381329,26.143309,0.017235,5,163.6,5172.744113,332529.865132,309.741402
10.322358,25.948196,0.017988,3,258.173333,4922.841981,333497.405,309.880636
9.951313,26.014751,0.018198,4,208.32,4871.71568,334580.647932,310.691161
9.075121,29.106848,0.018928,1,883.04,4653.790469,335731.578603,311.105588
9.60702,25.752793,0.018042,2,405.04,4901.334956,333739.255054,310.049079
10.027799,28.674028,0.018579,2,432.04,4784.765153,334716.313404,310.578789
8.819572,26.750446,0.017501,3,263.506667,5071.937115,332231.573759,309.195527
9.27262,26.580485,0.019115,5,142.88,4608.974823,334871.515144,310.211838
9.83879,25.852873,0.017829,3,269.306667,4969.362183,332575.763653,309.250212
10.270943,25.370758,0.229131,3,374.133333,4342.526477,329161.681601,270.718172
10.671905,26.910789,0.018227,4,197.59,4863.408857,335052.713568,311.063695
9.697117,24.769884,0.018486,4,179.04,4773.961334,334835.392545,310.637544
9.161368,26.366266,0.018442,2,406.2,4788.876124,334476.499308,310.3697
10.151828,24.920844,0.017435,3,278.426667,5088.966851,331823.129192,308.901571
8.567938,28.399926,0.018053,3,288.573333,4922.658413,334592.572977,310.834585
9.64762,27.368218,0.018482,3,265.173333,4767.92737,334839.143648,310.642434
9.718732,27.110236,0.018279,5,162.48,4839.033649,335259.479026,311.212931
8.042595,26.759321,0.017772,3,282.04,5001.440168,333880.43255,310.457319
9.781063,25.759473,0.017951,2,398.44,4945.230538,333968.526427,310.351261
10.20159,27.39411,0.018322,2,445.32,4831.430176,334071.680091,310.1692
9.942461,26.479183,0.019238,2,401.04,4557.365283,336603.787056,311.583096
8.730923,25.971531,0.01841,5,162.88,4786.301603,334747.590717,310.613006
8.950628,27.036742,0.018319,3,278.04,4819.445058,333970.130321,310.028639
8.51509,25.468909,0.017963,2,410.5,4945.357407,333572.678783,310.029525
10.640162,26.808182,0.018425,3,259.173333,4792.333144,334736.083655,310.605196
9.742849,28.11427,0.018585,4,222.24,4769.608131,336117.81243,311.76195
8.92518,25.839924,0.018049,3,276.08,4909.718445,333347.495697,309.721073
9.396352,26.732298,0.018236,2,417.9,4852.464753,334439.691388,310.529897
9.570303,24.675035,0.018231,5,152.04,4848.722631,333623.861948,309.782469
9.015369,26.597439,0.019057,2,373.54,4616.56481,335198.659262,310.523817
9.619709,25.282689,0.017877,4,192.79,4943.946691,332984.638375,309.522
9.890871,26.561118,0.017554,4,197.89,5054.107642,333089.887666,309.900973
10.083331,27.128221,0.017962,2,412.92,4930.18104,333097.34178,309.565818
10.549959,25.673308,0.017932,3,263.826667,4935.315507,333637.376541,310.053397
8.844475,25.964491,0.018506,3,278.613333,4761.776425,334274.177407,310.131267
9.696758,27.602416,0.018922,2,414.44,4663.956222,335234.091187,310.688473
8.946809,26.021431,0.018006,4,209.38,4916.858956,333754.360215,310.113286
9.454319,27.181033,0.018386,2,446.04,4804.415657,335258.388628,311.098213
9.707757,25.933361,0.018316,1,864.56,4819.808718,334176.858671,310.208028
7.629624,27.851186,0.018299,4,199.09,4837.733497,335204.149702,311.127854
10.013159,26.153967,0.018576,1,928.16,4748.470236,334860.262897,310.583333
9.629086,25.489983,0.018245,3,263.506667,4843.36032,334425.442722,310.501104
10.2746,27.331078,0.017859,2,459.18,4950.673621,332997.851545,309.534897
9.37633,26.792523,0.017926,3,280.106667,4940.158724,334356.211653,310.677487
10.706324,25.793245,0.018403,3,251.706667,4797.68075,333620.630505,309.642383
8.512237,25.919488,0.018506,2,393.34,4774.573072,335562.009649,311.287007
8.607343,25.8403,0.239634,1,790.84,4124.230795,334330.68513,260.926952
10.172015,27.126253,0.051637,1,819,4139.405355,334191.769193,262.454399
9.13088,25.263488,0.017806,5,156.072,4975.557145,333035.191306,309.634551
9.003719,25.684077,0.018725,3,261.106667,4699.689052,335589.765286,311.092318
9.605304,25.405699,0.017935,2,422.44,4949.0502,334032.223928,310.440307
9.645615,27.031306,0.017871,3,270.04,4962.902382,333462.509144,309.954283
9.476319,26.259501,0.01806,4,199.58,4907.424923,333125.632166,309.537955
10.719657,25.769779,0.018226,5,149.2,4846.695939,334353.058856,310.411229
9.650418,27.357587,0.017743,3,280.026667,5007.912931,333536.834673,310.15694
9.409589,26.239876,0.018103,2,390.94,4889.79224,334465.586637,310.642031
9.549226,26.269341,0.017967,5,157.28,4915.055353,334109.747336,310.410416
7.507024,26.554445,0.018782,3,276.693333,4685.791818,336315.988503,311.686965
10.033127,24.187255,0.018546,2,397.74,4757.302195,334085.136753,309.949158
7.339873,26.454995,0.017675,5,148.28,5026.302472,332390.918691,309.210132
9.486384,26.928777,0.017549,5,147.04,5047.95335,331957.510672,308.899642
10.647065,26.475345,0.018416,2,410.42,4788.64511,334522.571646,310.417328
9.122602,27.167223,0.018934,3,249.64,4656.558496,335199.963201,310.624438
10.218205,26.832176,0.018292,1,878.32,4839.710418,334243.876246,310.297734
9.054702,27.437119,0.0189,1,816.24,4660.551224,336164.058134,311.498003
9.575404,25.469289,0.018536,3,249.573333,4774.678529,334203.938418,310.105113
8.768978,27.484318,0.01797,3,278.16,4928.753238,333807.435666,310.179348
10.337256,29.063359,0.018072,3,287.106667,4908.985726,334092.264046,310.391041
10.006959,25.134724,0.018452,2,398.24,4784.657615,334775.190166,310.598999
8.536885,25.551425,0.017925,4,199.38,4930.801707,333966.589202,310.32808
9.363013,27.188474,0.018703,4,194.49,4722.494209,335072.730584,310.706581
9.892391,26.950411,0.017847,5,149.552,4953.361012,332923.179259,309.484051
10.05544,27.017871,0.017902,3,264.04,4947.39562,333181.366201,309.670155
10.043335,27.735949,0.018397,3,294.106667,4803.958966,334552.833546,310.522613
8.574565,25.232777,0.01817,4,194.58,4871.855949,333388.323626,309.650089
9.097343,25.62578,0.018627,2,370.64,4743.440388,334191.950152,310.019502
9.860917,25.645572,0.01816,3,250.44,4878.786045,333305.133073,309.604931
9.821952,25.47915,0.018296,3,265.093333,4820.994228,334426.204049,310.441761
9.752814,26.783741,0.017785,5,160.84,5007.96497,333919.88289,310.487492
9.565287,25.194689,0.018208,5,154.2,4867.723677,334056.509756,310.207592
10.276668,25.438972,0.018219,2,431.3,4843.015621,334856.319461,310.859001
8.193828,27.819706,0.018051,4,218.77,4909.247725,333572.157071,309.927672
9.679376,26.666944,0.017969,2,454.42,4933.750645,333695.31085,310.122492
9.111353,27.069894,0.017978,2,416.42,4921.295998,333623.859375,310.00909
9.897246,26.013306,0.018343,1,843.24,4809.452176,334782.207332,310.705004
9.359655,25.736995,0.017867,2,446.7,4961.870779,334137.632944,310.545555
9.59949,27.176398,0.018432,1,825.24,4784.793093,334376.057008,310.286816
9.622731,26.032432,0.018242,3,251.373333,4862.217479,333864.627401,310.029171
9.847996,26.704091,0.034933,3,262.44,4574.560492,333511.134637,285.213025
9.005793,26.178211,0.018592,3,261.44,4755.069955,334447.212938,310.246144
8.662034,26.328961,0.017685,4,199.68,5022.89778,332265.982126,309.10382
10.707021,29.427268,0.018624,4,203.09,4732.213942,335777.380388,311.354275
8.461238,27.041038,0.017726,4,218.02,5024.126077,333354.576978,310.045898
9.263711,26.771301,0.017635,2,384.34,5032.430143,332971.273773,309.75396
9.417202,26.161082,0.018393,5,147.52,4792.994707,334632.621438,310.516322
9.321469,26.915435,0.018494,4,191.19,4779.068189,335236.590242,311.018729
10.062012,27.671725,0.018186,1,928.56,4876.795765,334478.287204,310.601499
9.206602,25.908648,0.018255,2,390.24,4836.82505,334321.478125,310.375662
9.574469,25.107936,0.018571,6,118.74,4756.16382,333499.68539,309.443922
9.878454,25.700051,0.018401,3,282.76,4808.050644,334078.168374,310.085466
9.127154,27.217045,0.295595,4,203.89,4295.217028,332899.98112,260.212752
9.838321,26.038143,0.733096,4,204.58,4309.879666,332536.238935,261.796899
10.197333,27.395741,0.283735,3,268.24,4203.144875,333284.746813,261.32038
10.083827,25.540619,0.018513,2,414.84,4766.717833,334612.870105,310.429471
9.517308,25.803957,0.034858,4,199.79,4517.954378,334684.250665,285.520942
10.292061,25.66095,0.017953,3,265.106667,4932.283495,333279.722956,309.717167
10.51735,27.322933,0.017379,2,394.9,5096.699915,332047.2589,309.12076
9.255108,26.3621,0.018115,2,381.42,4899.489752,333425.525434,309.752942
9.391061,26.43992,0.050648,3,277.626667,4174.553363,333790.508779,262.291427
9.621061,27.119312,0.821724,2,403.74,4079.117592,334838.231839,262.517031
10.071487,26.238859,0.25505,2,432.94,4187.586386,334149.338265,265.044674
9.75544,25.706754,0.018494,5,147.8,4773.633947,334291.463626,310.169269
9.370258,28.032497,0.01787,2,451.02,4979.295279,333129.561495,309.727969
8.945792,25.664102,0.026439,3,286.093333,4609.648984,334228.243663,298.652011
9.855523,26.583102,0.018132,2,392.14,4882.068521,333678.249601,309.914162
9.313866,26.127215,0.017967,4,205.29,4933.735967,334126.633678,310.477086
8.676947,25.905726,0.365692,5,153.88,4076.707771,335203.909054,259.166741
7.331527,26.38627,0.017929,5,142.32,4926.697471,332681.554424,309.198494
9.915422,26.628286,0.018663,4,199.69,4739.140831,334351.818093,310.130475
9.052376,25.977194,0.018819,1,822.44,4684.064349,335142.060371,310.655596
8.390387,26.118512,0.018476,2,446.42,4784.850459,334635.238907,310.509971
9.275535,25.494262,0.018065,4,189.54,4901.811081,332785.436717,309.217728
9.582731,26.083566,0.018181,3,284.24,4848.030719,334072.324751,310.211608
8.949653,25.582305,0.017732,1,827.72,5006.714464,332943.579106,309.634678
10.371293,26.319772,0.018825,3,292.24,4674.326905,335313.007376,310.810249
8.989459,27.536557,0.017986,2,379.24,4918.949913,333622.819426,309.998186
9.381247,26.971019,0.018281,3,278.626667,4832.430875,333459.341432,309.614944
9.255434,25.934228,0.018503,1,862,4775.007567,334607.513667,310.444414
9.04211,25.036135,0.018042,4,192.63,4908.877344,332730.749067,309.196889
8.924809,28.112583,0.018129,2,435.1,4874.919341,333504.583309,309.772571
10.318394,28.940702,0.018868,1,856.24,4663.831317,335908.709514,311.29159
